task_id,project_id,name_x,name_y,project_manager_id,budget,status,is_active,is_successful,start_date,end_date,id,person_id,date,hours,id_log,date_log,hours_log,allocated_task_id,name,rate,start_date_person,end_date_person,working_hours_sunday,working_hours_monday,working_hours_tuesday,working_hours_wedday,working_hours_thursday,working_hours_friday,working_hours_saturday,tag_id,name_tag
82,29,Design,Synthetic_3,11,6000.0,Confirmed,0,0.0,2024-04-07,2024-04-24,15,14,2024-04-07,23.0,49,2024-04-10,3.0,15,Nicholas Odin,130.0,2023-03-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,115,Skill: MySQL
83,29,Review,Synthetic_3,11,6000.0,Confirmed,0,0.0,2024-04-07,2024-04-24,16,15,2024-04-07,19.0,50,2024-04-07,6.0,16,Olivia Parker,130.0,2023-03-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,115,Skill: MySQL
83,29,Review,Synthetic_3,11,6000.0,Confirmed,0,0.0,2024-04-07,2024-04-24,16,15,2024-04-07,19.0,51,2024-04-08,6.0,16,Olivia Parker,130.0,2023-03-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,115,Skill: MySQL
83,29,Review,Synthetic_3,11,6000.0,Confirmed,0,0.0,2024-04-07,2024-04-24,16,15,2024-04-07,19.0,52,2024-04-09,6.0,16,Olivia Parker,130.0,2023-03-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,115,Skill: MySQL
83,29,Review,Synthetic_3,11,6000.0,Confirmed,0,0.0,2024-04-07,2024-04-24,16,15,2024-04-07,19.0,53,2024-04-10,2.0,16,Olivia Parker,130.0,2023-03-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,115,Skill: MySQL
83,29,Review,Synthetic_3,11,6000.0,Confirmed,0,0.0,2024-04-07,2024-04-24,17,22,2024-04-07,17.0,54,2024-04-07,5.0,17,Victoria Williams,170.0,2023-04-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,115,Skill: MySQL
83,29,Review,Synthetic_3,11,6000.0,Confirmed,0,0.0,2024-04-07,2024-04-24,17,22,2024-04-07,17.0,55,2024-04-08,2.0,17,Victoria Williams,170.0,2023-04-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,115,Skill: MySQL
83,29,Review,Synthetic_3,11,6000.0,Confirmed,0,0.0,2024-04-07,2024-04-24,17,22,2024-04-07,17.0,56,2024-04-09,6.0,17,Victoria Williams,170.0,2023-04-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,115,Skill: MySQL
83,29,Review,Synthetic_3,11,6000.0,Confirmed,0,0.0,2024-04-07,2024-04-24,17,22,2024-04-07,17.0,57,2024-04-10,3.0,17,Victoria Williams,170.0,2023-04-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,115,Skill: MySQL
84,29,Test,Synthetic_3,11,6000.0,Confirmed,0,0.0,2024-04-07,2024-04-24,18,8,2024-04-07,20.0,58,2024-04-07,6.0,18,Henry Jackson,130.0,2023-02-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,115,Skill: MySQL
84,29,Test,Synthetic_3,11,6000.0,Confirmed,0,0.0,2024-04-07,2024-04-24,18,8,2024-04-07,20.0,59,2024-04-08,6.0,18,Henry Jackson,130.0,2023-02-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,115,Skill: MySQL
84,29,Test,Synthetic_3,11,6000.0,Confirmed,0,0.0,2024-04-07,2024-04-24,18,8,2024-04-07,20.0,60,2024-04-09,7.0,18,Henry Jackson,130.0,2023-02-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,115,Skill: MySQL
85,30,Plan,Synthetic_4,11,7000.0,Confirmed,0,0.0,2024-04-14,2024-04-29,19,12,2024-04-14,13.0,61,2024-04-14,7.0,19,Lucas Martin,120.0,2023-02-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,103,Role: BE Engineer
85,30,Plan,Synthetic_4,11,7000.0,Confirmed,0,0.0,2024-04-14,2024-04-29,19,12,2024-04-14,13.0,62,2024-04-15,3.0,19,Lucas Martin,120.0,2023-02-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,103,Role: BE Engineer
85,30,Plan,Synthetic_4,11,7000.0,Confirmed,0,0.0,2024-04-14,2024-04-29,19,12,2024-04-14,13.0,63,2024-04-16,2.0,19,Lucas Martin,120.0,2023-02-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,103,Role: BE Engineer
85,30,Plan,Synthetic_4,11,7000.0,Confirmed,0,0.0,2024-04-14,2024-04-29,20,15,2024-04-14,9.0,64,2024-04-14,3.0,20,Olivia Parker,130.0,2023-03-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,103,Role: BE Engineer
85,30,Plan,Synthetic_4,11,7000.0,Confirmed,0,0.0,2024-04-14,2024-04-29,20,15,2024-04-14,9.0,65,2024-04-15,6.0,20,Olivia Parker,130.0,2023-03-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,103,Role: BE Engineer
85,30,Plan,Synthetic_4,11,7000.0,Confirmed,0,0.0,2024-04-14,2024-04-29,20,15,2024-04-14,9.0,66,2024-04-16,2.0,20,Olivia Parker,130.0,2023-03-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,103,Role: BE Engineer
85,30,Plan,Synthetic_4,11,7000.0,Confirmed,0,0.0,2024-04-14,2024-04-29,20,15,2024-04-14,9.0,67,2024-04-17,2.0,20,Olivia Parker,130.0,2023-03-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,103,Role: BE Engineer
86,30,Test,Synthetic_4,11,7000.0,Confirmed,0,0.0,2024-04-14,2024-04-29,21,2,2024-04-14,19.0,68,2024-04-14,4.0,21,Bob Clark,90.0,2023-01-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,103,Role: BE Engineer
86,30,Test,Synthetic_4,11,7000.0,Confirmed,0,0.0,2024-04-14,2024-04-29,21,2,2024-04-14,19.0,69,2024-04-15,6.0,21,Bob Clark,90.0,2023-01-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,103,Role: BE Engineer
86,30,Test,Synthetic_4,11,7000.0,Confirmed,0,0.0,2024-04-14,2024-04-29,22,14,2024-04-14,23.0,70,2024-04-14,5.0,22,Nicholas Odin,130.0,2023-03-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,103,Role: BE Engineer
86,30,Test,Synthetic_4,11,7000.0,Confirmed,0,0.0,2024-04-14,2024-04-29,22,14,2024-04-14,23.0,71,2024-04-15,4.0,22,Nicholas Odin,130.0,2023-03-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,103,Role: BE Engineer
86,30,Test,Synthetic_4,11,7000.0,Confirmed,0,0.0,2024-04-14,2024-04-29,22,14,2024-04-14,23.0,72,2024-04-16,3.0,22,Nicholas Odin,130.0,2023-03-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,103,Role: BE Engineer
86,30,Test,Synthetic_4,11,7000.0,Confirmed,0,0.0,2024-04-14,2024-04-29,22,14,2024-04-14,23.0,73,2024-04-17,8.0,22,Nicholas Odin,130.0,2023-03-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,103,Role: BE Engineer
87,30,Build,Synthetic_4,11,7000.0,Confirmed,0,0.0,2024-04-14,2024-04-29,23,22,2024-04-14,16.0,74,2024-04-14,5.0,23,Victoria Williams,170.0,2023-04-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,103,Role: BE Engineer
87,30,Build,Synthetic_4,11,7000.0,Confirmed,0,0.0,2024-04-14,2024-04-29,23,22,2024-04-14,16.0,75,2024-04-15,8.0,23,Victoria Williams,170.0,2023-04-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,103,Role: BE Engineer
87,30,Build,Synthetic_4,11,7000.0,Confirmed,0,0.0,2024-04-14,2024-04-29,24,23,2024-04-14,23.0,76,2024-04-14,4.0,24,Walter Xavier,130.0,2023-04-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,103,Role: BE Engineer
87,30,Build,Synthetic_4,11,7000.0,Confirmed,0,0.0,2024-04-14,2024-04-29,24,23,2024-04-14,23.0,77,2024-04-15,2.0,24,Walter Xavier,130.0,2023-04-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,103,Role: BE Engineer
88,30,Review,Synthetic_4,11,7000.0,Confirmed,0,0.0,2024-04-14,2024-04-29,25,20,2024-04-14,12.0,78,2024-04-14,6.0,25,Theresa Upton,130.0,2023-04-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,103,Role: BE Engineer
