task_id,project_id,name_x,name_y,project_manager_id,budget,status,is_active,is_successful,start_date,end_date,id,person_id,date,hours,id_log,date_log,hours_log,allocated_task_id,name,rate,start_date_person,end_date_person,working_hours_sunday,working_hours_monday,working_hours_tuesday,working_hours_wedday,working_hours_thursday,working_hours_friday,working_hours_saturday,tag_id,name_tag
2,1,Design,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,7,6,05-01-2024,4,5,04-01-2024,3.566666667,2,Frank Graham,120,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
2,1,Design,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,7,6,05-01-2024,4,7,05-01-2024,3.6,2,Frank Graham,120,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
2,1,Design,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,7,6,05-01-2024,4,9,06-01-2024,1.633333333,2,Frank Graham,120,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
2,1,Design,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,7,6,05-01-2024,4,11,07-01-2024,1.666666667,2,Frank Graham,120,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
2,1,Design,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,8,5,06-01-2024,1,4,04-01-2024,2.633333333,2,Ed Flink,80,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
2,1,Design,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,8,5,06-01-2024,1,6,05-01-2024,2.666666667,2,Ed Flink,80,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
2,1,Design,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,8,5,06-01-2024,1,8,06-01-2024,0.533333333,2,Ed Flink,80,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
2,1,Design,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,8,5,06-01-2024,1,10,07-01-2024,0.566666667,2,Ed Flink,80,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
2,1,Design,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,9,6,06-01-2024,2,5,04-01-2024,3.566666667,2,Frank Graham,120,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
2,1,Design,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,9,6,06-01-2024,2,7,05-01-2024,3.6,2,Frank Graham,120,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
2,1,Design,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,9,6,06-01-2024,2,9,06-01-2024,1.633333333,2,Frank Graham,120,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
2,1,Design,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,9,6,06-01-2024,2,11,07-01-2024,1.666666667,2,Frank Graham,120,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
2,1,Design,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,10,5,07-01-2024,1,4,04-01-2024,2.633333333,2,Ed Flink,80,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
2,1,Design,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,10,5,07-01-2024,1,6,05-01-2024,2.666666667,2,Ed Flink,80,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
2,1,Design,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,10,5,07-01-2024,1,8,06-01-2024,0.533333333,2,Ed Flink,80,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
2,1,Design,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,10,5,07-01-2024,1,10,07-01-2024,0.566666667,2,Ed Flink,80,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
2,1,Design,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,11,6,07-01-2024,2,5,04-01-2024,3.566666667,2,Frank Graham,120,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
2,1,Design,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,11,6,07-01-2024,2,7,05-01-2024,3.6,2,Frank Graham,120,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
2,1,Design,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,11,6,07-01-2024,2,9,06-01-2024,1.633333333,2,Frank Graham,120,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
2,1,Design,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,11,6,07-01-2024,2,11,07-01-2024,1.666666667,2,Frank Graham,120,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
3,1,Develop,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,12,1,08-01-2024,3,12,08-01-2024,2.6,3,Alan Brown,100,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
3,1,Develop,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,12,1,08-01-2024,3,14,09-01-2024,2.633333333,3,Alan Brown,100,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
3,1,Develop,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,12,1,08-01-2024,3,16,10-01-2024,2.666666667,3,Alan Brown,100,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
3,1,Develop,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,12,1,08-01-2024,3,18,11-01-2024,2.533333333,3,Alan Brown,100,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
3,1,Develop,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,13,3,08-01-2024,4,13,08-01-2024,3.533333333,3,Cathy Dylan,110,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
3,1,Develop,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,13,3,08-01-2024,4,15,09-01-2024,3.566666667,3,Cathy Dylan,110,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
3,1,Develop,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,13,3,08-01-2024,4,17,10-01-2024,3.6,3,Cathy Dylan,110,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
3,1,Develop,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,13,3,08-01-2024,4,19,11-01-2024,3.633333333,3,Cathy Dylan,110,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
3,1,Develop,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,14,1,09-01-2024,3,12,08-01-2024,2.6,3,Alan Brown,100,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
3,1,Develop,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,14,1,09-01-2024,3,14,09-01-2024,2.633333333,3,Alan Brown,100,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
3,1,Develop,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,14,1,09-01-2024,3,16,10-01-2024,2.666666667,3,Alan Brown,100,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
3,1,Develop,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,14,1,09-01-2024,3,18,11-01-2024,2.533333333,3,Alan Brown,100,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
3,1,Develop,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,15,3,09-01-2024,4,13,08-01-2024,3.533333333,3,Cathy Dylan,110,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
3,1,Develop,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,15,3,09-01-2024,4,15,09-01-2024,3.566666667,3,Cathy Dylan,110,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
3,1,Develop,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,15,3,09-01-2024,4,17,10-01-2024,3.6,3,Cathy Dylan,110,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
3,1,Develop,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,15,3,09-01-2024,4,19,11-01-2024,3.633333333,3,Cathy Dylan,110,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
3,1,Develop,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,16,1,10-01-2024,3,12,08-01-2024,2.6,3,Alan Brown,100,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
3,1,Develop,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,16,1,10-01-2024,3,14,09-01-2024,2.633333333,3,Alan Brown,100,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
3,1,Develop,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,16,1,10-01-2024,3,16,10-01-2024,2.666666667,3,Alan Brown,100,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
3,1,Develop,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,16,1,10-01-2024,3,18,11-01-2024,2.533333333,3,Alan Brown,100,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
3,1,Develop,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,17,3,10-01-2024,4,13,08-01-2024,3.533333333,3,Cathy Dylan,110,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
3,1,Develop,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,17,3,10-01-2024,4,15,09-01-2024,3.566666667,3,Cathy Dylan,110,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
3,1,Develop,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,17,3,10-01-2024,4,17,10-01-2024,3.6,3,Cathy Dylan,110,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
3,1,Develop,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,17,3,10-01-2024,4,19,11-01-2024,3.633333333,3,Cathy Dylan,110,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
3,1,Develop,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,18,1,11-01-2024,3,12,08-01-2024,2.6,3,Alan Brown,100,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
3,1,Develop,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,18,1,11-01-2024,3,14,09-01-2024,2.633333333,3,Alan Brown,100,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
3,1,Develop,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,18,1,11-01-2024,3,16,10-01-2024,2.666666667,3,Alan Brown,100,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
3,1,Develop,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,18,1,11-01-2024,3,18,11-01-2024,2.533333333,3,Alan Brown,100,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
3,1,Develop,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,19,3,11-01-2024,4,13,08-01-2024,3.533333333,3,Cathy Dylan,110,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
3,1,Develop,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,19,3,11-01-2024,4,15,09-01-2024,3.566666667,3,Cathy Dylan,110,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
3,1,Develop,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,19,3,11-01-2024,4,17,10-01-2024,3.6,3,Cathy Dylan,110,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
3,1,Develop,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,19,3,11-01-2024,4,19,11-01-2024,3.633333333,3,Cathy Dylan,110,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
4,1,Test,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,20,5,12-01-2024,3,20,12-01-2024,2.566666667,4,Ed Flink,80,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
4,1,Test,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,20,5,12-01-2024,3,24,13-01-2024,0.633333333,4,Ed Flink,80,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
4,1,Test,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,21,6,12-01-2024,4,21,12-01-2024,3.666666667,4,Frank Graham,120,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
4,1,Test,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,21,6,12-01-2024,4,25,13-01-2024,1.566666667,4,Frank Graham,120,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
4,1,Test,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,22,1,12-01-2024,3,22,12-01-2024,2.6,4,Alan Brown,100,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
4,1,Test,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,22,1,12-01-2024,3,23,12-01-2024,3.533333333,4,Alan Brown,100,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
4,1,Test,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,22,1,12-01-2024,3,26,13-01-2024,0.666666667,4,Alan Brown,100,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
4,1,Test,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,22,1,12-01-2024,3,27,13-01-2024,1.6,4,Alan Brown,100,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
4,1,Test,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,23,1,12-01-2024,4,22,12-01-2024,2.6,4,Alan Brown,100,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
4,1,Test,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,23,1,12-01-2024,4,23,12-01-2024,3.533333333,4,Alan Brown,100,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
4,1,Test,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,23,1,12-01-2024,4,26,13-01-2024,0.666666667,4,Alan Brown,100,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
4,1,Test,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,23,1,12-01-2024,4,27,13-01-2024,1.6,4,Alan Brown,100,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
4,1,Test,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,24,5,13-01-2024,1,20,12-01-2024,2.566666667,4,Ed Flink,80,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
4,1,Test,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,24,5,13-01-2024,1,24,13-01-2024,0.633333333,4,Ed Flink,80,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
4,1,Test,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,25,6,13-01-2024,2,21,12-01-2024,3.666666667,4,Frank Graham,120,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
4,1,Test,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,25,6,13-01-2024,2,25,13-01-2024,1.566666667,4,Frank Graham,120,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
4,1,Test,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,26,1,13-01-2024,1,22,12-01-2024,2.6,4,Alan Brown,100,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
4,1,Test,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,26,1,13-01-2024,1,23,12-01-2024,3.533333333,4,Alan Brown,100,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
4,1,Test,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,26,1,13-01-2024,1,26,13-01-2024,0.666666667,4,Alan Brown,100,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
4,1,Test,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,26,1,13-01-2024,1,27,13-01-2024,1.6,4,Alan Brown,100,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
4,1,Test,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,27,1,13-01-2024,2,22,12-01-2024,2.6,4,Alan Brown,100,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
4,1,Test,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,27,1,13-01-2024,2,23,12-01-2024,3.533333333,4,Alan Brown,100,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
4,1,Test,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,27,1,13-01-2024,2,26,13-01-2024,0.666666667,4,Alan Brown,100,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
4,1,Test,Alpha,5,5000,Completed,0,1,01-01-2024,14-01-2024,27,1,13-01-2024,2,27,13-01-2024,1.6,4,Alan Brown,100,01-01-2023,,0,8,8,8,8,8,0,1,Integrations
5,2,Prototype,Bravo,11,5000,Completed,0,1,08-01-2024,21-01-2024,28,12,08-01-2024,4,28,08-01-2024,3.533333333,5,Lucas Martin,120,01-02-2023,,0,8,8,8,8,8,0,2,Technical Debt
5,2,Prototype,Bravo,11,5000,Completed,0,1,08-01-2024,21-01-2024,28,12,08-01-2024,4,31,09-01-2024,3.666666667,5,Lucas Martin,120,01-02-2023,,0,8,8,8,8,8,0,2,Technical Debt
5,2,Prototype,Bravo,11,5000,Completed,0,1,08-01-2024,21-01-2024,29,2,08-01-2024,5,29,08-01-2024,4.633333333,5,Bob Clark,90,01-01-2023,,0,8,8,8,8,8,0,2,Technical Debt
5,2,Prototype,Bravo,11,5000,Completed,0,1,08-01-2024,21-01-2024,29,2,08-01-2024,5,32,09-01-2024,4.6,5,Bob Clark,90,01-01-2023,,0,8,8,8,8,8,0,2,Technical Debt
5,2,Prototype,Bravo,11,5000,Completed,0,1,08-01-2024,21-01-2024,30,4,08-01-2024,4,30,08-01-2024,3.566666667,5,David Edwards,130,01-01-2023,,0,8,8,8,8,8,0,2,Technical Debt
5,2,Prototype,Bravo,11,5000,Completed,0,1,08-01-2024,21-01-2024,30,4,08-01-2024,4,33,09-01-2024,3.533333333,5,David Edwards,130,01-01-2023,,0,8,8,8,8,8,0,2,Technical Debt
5,2,Prototype,Bravo,11,5000,Completed,0,1,08-01-2024,21-01-2024,31,12,09-01-2024,4,28,08-01-2024,3.533333333,5,Lucas Martin,120,01-02-2023,,0,8,8,8,8,8,0,2,Technical Debt
5,2,Prototype,Bravo,11,5000,Completed,0,1,08-01-2024,21-01-2024,31,12,09-01-2024,4,31,09-01-2024,3.666666667,5,Lucas Martin,120,01-02-2023,,0,8,8,8,8,8,0,2,Technical Debt
5,2,Prototype,Bravo,11,5000,Completed,0,1,08-01-2024,21-01-2024,32,2,09-01-2024,5,29,08-01-2024,4.633333333,5,Bob Clark,90,01-01-2023,,0,8,8,8,8,8,0,2,Technical Debt
5,2,Prototype,Bravo,11,5000,Completed,0,1,08-01-2024,21-01-2024,32,2,09-01-2024,5,32,09-01-2024,4.6,5,Bob Clark,90,01-01-2023,,0,8,8,8,8,8,0,2,Technical Debt
5,2,Prototype,Bravo,11,5000,Completed,0,1,08-01-2024,21-01-2024,33,4,09-01-2024,4,30,08-01-2024,3.566666667,5,David Edwards,130,01-01-2023,,0,8,8,8,8,8,0,2,Technical Debt
5,2,Prototype,Bravo,11,5000,Completed,0,1,08-01-2024,21-01-2024,33,4,09-01-2024,4,33,09-01-2024,3.533333333,5,David Edwards,130,01-01-2023,,0,8,8,8,8,8,0,2,Technical Debt
6,2,Design,Bravo,11,5000,Completed,0,1,08-01-2024,21-01-2024,34,11,10-01-2024,4,34,10-01-2024,3.633333333,6,Karen Lee,90,01-02-2023,,0,8,8,8,8,8,0,2,Technical Debt
6,2,Design,Bravo,11,5000,Completed,0,1,08-01-2024,21-01-2024,34,11,10-01-2024,4,36,11-01-2024,3.666666667,6,Karen Lee,90,01-02-2023,,0,8,8,8,8,8,0,2,Technical Debt
6,2,Design,Bravo,11,5000,Completed,0,1,08-01-2024,21-01-2024,34,11,10-01-2024,4,38,12-01-2024,3.533333333,6,Karen Lee,90,01-02-2023,,0,8,8,8,8,8,0,2,Technical Debt
6,2,Design,Bravo,11,5000,Completed,0,1,08-01-2024,21-01-2024,35,12,10-01-2024,5,35,10-01-2024,4.566666667,6,Lucas Martin,120,01-02-2023,,0,8,8,8,8,8,0,2,Technical Debt
6,2,Design,Bravo,11,5000,Completed,0,1,08-01-2024,21-01-2024,35,12,10-01-2024,5,37,11-01-2024,4.6,6,Lucas Martin,120,01-02-2023,,0,8,8,8,8,8,0,2,Technical Debt
6,2,Design,Bravo,11,5000,Completed,0,1,08-01-2024,21-01-2024,35,12,10-01-2024,5,39,12-01-2024,4.633333333,6,Lucas Martin,120,01-02-2023,,0,8,8,8,8,8,0,2,Technical Debt
6,2,Design,Bravo,11,5000,Completed,0,1,08-01-2024,21-01-2024,36,11,11-01-2024,4,34,10-01-2024,3.633333333,6,Karen Lee,90,01-02-2023,,0,8,8,8,8,8,0,2,Technical Debt
6,2,Design,Bravo,11,5000,Completed,0,1,08-01-2024,21-01-2024,36,11,11-01-2024,4,36,11-01-2024,3.666666667,6,Karen Lee,90,01-02-2023,,0,8,8,8,8,8,0,2,Technical Debt
6,2,Design,Bravo,11,5000,Completed,0,1,08-01-2024,21-01-2024,36,11,11-01-2024,4,38,12-01-2024,3.533333333,6,Karen Lee,90,01-02-2023,,0,8,8,8,8,8,0,2,Technical Debt
6,2,Design,Bravo,11,5000,Completed,0,1,08-01-2024,21-01-2024,37,12,11-01-2024,5,35,10-01-2024,4.566666667,6,Lucas Martin,120,01-02-2023,,0,8,8,8,8,8,0,2,Technical Debt
6,2,Design,Bravo,11,5000,Completed,0,1,08-01-2024,21-01-2024,37,12,11-01-2024,5,37,11-01-2024,4.6,6,Lucas Martin,120,01-02-2023,,0,8,8,8,8,8,0,2,Technical Debt
6,2,Design,Bravo,11,5000,Completed,0,1,08-01-2024,21-01-2024,37,12,11-01-2024,5,39,12-01-2024,4.633333333,6,Lucas Martin,120,01-02-2023,,0,8,8,8,8,8,0,2,Technical Debt
6,2,Design,Bravo,11,5000,Completed,0,1,08-01-2024,21-01-2024,38,11,12-01-2024,4,34,10-01-2024,3.633333333,6,Karen Lee,90,01-02-2023,,0,8,8,8,8,8,0,2,Technical Debt
6,2,Design,Bravo,11,5000,Completed,0,1,08-01-2024,21-01-2024,38,11,12-01-2024,4,36,11-01-2024,3.666666667,6,Karen Lee,90,01-02-2023,,0,8,8,8,8,8,0,2,Technical Debt
6,2,Design,Bravo,11,5000,Completed,0,1,08-01-2024,21-01-2024,38,11,12-01-2024,4,38,12-01-2024,3.533333333,6,Karen Lee,90,01-02-2023,,0,8,8,8,8,8,0,2,Technical Debt
6,2,Design,Bravo,11,5000,Completed,0,1,08-01-2024,21-01-2024,39,12,12-01-2024,5,35,10-01-2024,4.566666667,6,Lucas Martin,120,01-02-2023,,0,8,8,8,8,8,0,2,Technical Debt
6,2,Design,Bravo,11,5000,Completed,0,1,08-01-2024,21-01-2024,39,12,12-01-2024,5,37,11-01-2024,4.6,6,Lucas Martin,120,01-02-2023,,0,8,8,8,8,8,0,2,Technical Debt
